
# new_sentence = yes, end_paragraph=no
# text = יש לסמן את התיבה המאשרת את תנאי השימוש ולנסות שוב.
2	לִטְעֹן	טען	VERB	VERB	HebBinyan=PAAL|HebRoot=טען|VerbForm=Inf|Voice=Act	טָעַן	_
3	אֶת	את	ADP	ADP		אֶת	_
4	טֹפֶס	טופס	NOUN	NOUN	Definite=Cons|Gender=Masc|Number=Sing	טֹפֶס	_
5	הַרְשָׁמָה	הרשמה	NOUN	NOUN	Gender=Fem|Number=Sing	הַרְשָׁמָה	_
6	מֵחָדָשׁ	חדש	ADV	ADV		חָדָשׁ	_
7	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=yes
# text = יש לבצע את הפעולות הבאות:

1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לְבַצֵּעַ	ביצע	VERB	VERB	HebBinyan=PIEL|HebRoot=בצע|VerbForm=Inf|Voice=Act	בִּצֵּעַ	_
3	אֶת	את	ADP	ADP		אֶת	_
4-5	הַפְּעֻלּוֹת	_	_	_	_
4	ה	ה	DET	DET	PronType=Art
5	פְּעֻלּוֹת	פעולה	NOUN	NOUN	Gender=Fem|Number=Plur	פְּעֻלָּה	_
6-7	הַבָּאוֹת	_	_	_	_
6	ה	ה	DET	DET	PronType=Art
7	בָּאוֹת	בא	ADJ	ADJ	Gender=Fem|Number=Plur	בָּא	_
8	:		PUNCT	PUNCT		:	_

# new_sentence = yes, end_paragraph=no
# text = 1. 
1	1		NUM	NUM		1	_
2	.		PUNCT	PUNCT		.	_
3	 		X	X	DictaNote=Unknown	 	_

# new_sentence = yes, end_paragraph=no
# text = לברר האם יש תקלה רוחבית. 
1	לְבָרֵר	בירר	VERB	VERB	HebBinyan=PIEL|HebRoot=ברר|VerbForm=Inf|Voice=Act	בֵּרֵר	_
2	הַאִם	אם	ADV	ADV	PronType=Int	אִם	_
3	יֵשׁ	יש	VERB	VERB	HebExistential=True	יֵשׁ	_
4	תַּקָּלָה	תקלה	NOUN	NOUN	Gender=Fem|Number=Sing	תַּקָּלָה	_
5	רׇחְבִּית	רוחבי	ADJ	ADJ	Gender=Fem|Number=Sing	רׇחְבִּי	_
6	.		PUNCT	PUNCT		.	_
7	 		X	X	DictaNote=Unknown	 	_

# new_sentence = yes, end_paragraph=no
# text = 2. 
1	2		NUM	NUM		2	_
2	.		PUNCT	PUNCT		.	_
3	 		X	X	DictaNote=Unknown	 	_

# new_sentence = yes, end_paragraph=no
# text = להמליץ ללקוח לנסות שנית מאוחר יותר.
1	לְהַמְלִיץ	המליץ	VERB	VERB	HebBinyan=HIFIL|HebRoot=מלץ|VerbForm=Inf|Voice=Act	הִמְלִיץ	_
2-4	לַלָּקוֹחַ	_	_	_	_
2	לַ	ל	ADP	ADP
3	ה_	ה	DET	DET	PronType=Art
4	לָּקוֹחַ	לקוח	NOUN	NOUN	Gender=Masc|Number=Sing	לָקוֹחַ	_
5	לְנַסּוֹת	ניסה	VERB	VERB	HebBinyan=PIEL|HebRoot=נסי|VerbForm=Inf|Voice=Act	נִסָּה	_
6	שֵׁנִית	שנית	ADV	ADV	ADV|NumType=Ord	שֵׁנִית	_
7	מְאֻחָר	מאוחר	ADV	ADV		מְאֻחָר	_
8	יוֹתֵר	יותר	ADV	ADV		יוֹתֵר	_
9	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=no
# text = יש להמשיך לבדיקה הבאה.
1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לְהַמְשִׁיךְ	המשיך	VERB	VERB	HebBinyan=HIFIL|HebRoot=משׁך|VerbForm=Inf|Voice=Act	הִמְשִׁיךְ	_
3-4	לִבְדִיקָה	_	_	_	_
3	לִ	ל	ADP	ADP
4	בְדִיקָה	בדיקה	NOUN	NOUN	Gender=Fem|Number=Sing	בְּדִיקָה	_
5-6	הַבָּאָה	_	_	_	_
5	ה	ה	DET	DET	PronType=Art
6	בָּאָה	בא	ADJ	ADJ	Gender=Fem|Number=Sing	בָּא	_
7	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=yes
# text = שגיאות בשלב אימות הטלפון הנייד

1	שְׁגִיאוֹת	שגיאה	NOUN	NOUN	Gender=Fem|Number=Plur	שְׁגִיאָה	_
2-3	בִּשְׁלַב	_	_	_	_
2	בִּ	ב	ADP	ADP
3	שְׁלַב	שלב	NOUN	NOUN	Definite=Cons|Gender=Masc|Number=Sing	שָׁלָב	_
4	אִמּוּת	אימות	NOUN	NOUN	Definite=Cons|Gender=Masc|Number=Sing	אִמּוּת	_
5-6	הַטֵּלֵפוֹן	_	_	_	_
5	ה	ה	DET	DET	PronType=Art
6	טֵּלֵפוֹן	טלפון	NOUN	NOUN	Gender=Masc|Number=Sing	טֵלֵפוֹן	_
7-8	הַנַּיָּד	_	_	_	_
7	ה	ה	DET	DET	PronType=Art
8	נַּיָּד	נייד	ADJ	ADJ	Gender=Masc|Number=Sing	נַיָּד	_

# new_sentence = yes, end_paragraph=no
# text = יש לבצע הפעלה לתעודת הזהות הביומטרית.
1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לְבַצֵּעַ	ביצע	VERB	VERB	HebBinyan=PIEL|HebRoot=בצע|VerbForm=Inf|Voice=Act	בִּצֵּעַ	_
3	הַפְעָלָה	הפעלה	NOUN	NOUN	Gender=Fem|Number=Sing	הַפְעָלָה	_
4-5	לִתְעוּדַת	_	_	_	_
4	לִ	ל	ADP	ADP
5	תְעוּדַת	תעודה	NOUN	NOUN	Definite=Cons|Gender=Fem|Number=Sing	תְּעוּדָה	_
6-7	הַזֶּהוּת	_	_	_	_
6	ה	ה	DET	DET	PronType=Art
7	זֶּהוּת	זהות	NOUN	NOUN	Gender=Fem|Number=Sing	זֶהוּת	_
8-9	הַבִּיּוֹמֶטְרִית	_	_	_	_
8	ה	ה	DET	DET	PronType=Art
9	בִּיּוֹמֶטְרִית	ביומטרי	ADJ	ADJ	Gender=Fem|Number=Sing	בִּיּוֹמֶטְרִי	_
10	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=no
# text = יש לבצע רישום באמצעות אמצעי רישום חלופי.
1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לְבַצֵּעַ	ביצע	VERB	VERB	HebBinyan=PIEL|HebRoot=בצע|VerbForm=Inf|Voice=Act	בִּצֵּעַ	_
3	רִשּׁוּם	רישום	NOUN	NOUN	Gender=Masc|Number=Sing	רִשּׁוּם	_
4	בְּאֶמְצָעוּת	באמצעות	ADP	ADP		בְּאֶמְצָעוּת	_
5	אֶמְצְעֵי	אמצע	NOUN	NOUN	Definite=Cons|Gender=Masc|Number=Plur	אֶמְצַע	_
6	רִשּׁוּם	רישום	NOUN	NOUN	Gender=Masc|Number=Sing	רִשּׁוּם	_
7-9	חֲלוּפִי	_	_	_	_
7	חלוף_	חלוף	ADJ	ADJ	Gender=Masc|Number=Sing	חָלוּף	_
8	_של_	של	ADP	ADP	_
9	_אני	אני	PRON	PRON	Case=Gen|Gender=Fem,Masc|Number=Sing|Person=1|PronType=Prs
10	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=no
# text = יש לבצע הפעלה לתעודת הזהות הביומטרית.
1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לְבַצֵּעַ	ביצע	VERB	VERB	HebBinyan=PIEL|HebRoot=בצע|VerbForm=Inf|Voice=Act	בִּצֵּעַ	_
3	הַפְעָלָה	הפעלה	NOUN	NOUN	Gender=Fem|Number=Sing	הַפְעָלָה	_
4-5	לִתְעוּדַת	_	_	_	_
4	לִ	ל	ADP	ADP
5	תְעוּדַת	תעודה	NOUN	NOUN	Definite=Cons|Gender=Fem|Number=Sing	תְּעוּדָה	_
6-7	הַזֶּהוּת	_	_	_	_
6	ה	ה	DET	DET	PronType=Art
7	זֶּהוּת	זהות	NOUN	NOUN	Gender=Fem|Number=Sing	זֶהוּת	_
8-9	הַבִּיּוֹמֶטְרִית	_	_	_	_
8	ה	ה	DET	DET	PronType=Art
9	בִּיּוֹמֶטְרִית	ביומטרי	ADJ	ADJ	Gender=Fem|Number=Sing	בִּיּוֹמֶטְרִי	_
10	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=no
# text = יש לבצע רישום באמצעות אמצעי רישום חלופי.
1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לְבַצֵּעַ	ביצע	VERB	VERB	HebBinyan=PIEL|HebRoot=בצע|VerbForm=Inf|Voice=Act	בִּצֵּעַ	_
3	רִשּׁוּם	רישום	NOUN	NOUN	Gender=Masc|Number=Sing	רִשּׁוּם	_
4	בְּאֶמְצָעוּת	באמצעות	ADP	ADP		בְּאֶמְצָעוּת	_
5	אֶמְצְעֵי	אמצע	NOUN	NOUN	Definite=Cons|Gender=Masc|Number=Plur	אֶמְצַע	_
6	רִשּׁוּם	רישום	NOUN	NOUN	Gender=Masc|Number=Sing	רִשּׁוּם	_
7-9	חֲלוּפִי	_	_	_	_
7	חלוף_	חלוף	ADJ	ADJ	Gender=Masc|Number=Sing	חָלוּף	_
8	_של_	של	ADP	ADP	_
9	_אני	אני	PRON	PRON	Case=Gen|Gender=Fem,Masc|Number=Sing|Person=1|PronType=Prs
10	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=yes
# text = האם קיים אמצעי זיהוי חלופי?

1	הַאִם	אם	ADV	ADV	PronType=Int	אִם	_
2	קַיָּם	קיים	ADJ	ADJ	Gender=Masc|Number=Sing	קַיָּם	_
3	אֶמְצָעִי	אמצעי	NOUN	NOUN	Definite=Cons|Gender=Masc|Number=Sing	אֶמְצָעִי	_
4	זִהוּי	זיהוי	NOUN	NOUN	Gender=Masc|Number=Sing	זִהוּי	_
5-7	חֲלוּפִי	_	_	_	_
5	חלוף_	חלוף	ADJ	ADJ	Gender=Masc|Number=Sing	חָלוּף	_
6	_של_	של	ADP	ADP	_
7	_אני	אני	PRON	PRON	Case=Gen|Gender=Fem,Masc|Number=Sing|Person=1|PronType=Prs
8	?		PUNCT	PUNCT		?	_

# new_sentence = yes, end_paragraph=yes
# text = האם מתקבל חיווי לשגיאה בניסיון שליחת הטופס?

1	הַאִם	אם	ADV	ADV	PronType=Int	אִם	_
2	מִתְקַבֵּל	התקבל	VERB	VERB	Gender=Masc|HebBinyan=HITPAEL|HebRoot=קבל|Number=Sing|Person=1,2,3|VerbForm=Part	הִתְקַבֵּל	_
3	חִוּוּי	חיווי	NOUN	NOUN	Gender=Masc|Number=Sing	חִוּוּי	_
4-5	לִשְׁגִיאָה	_	_	_	_
4	לִ	ל	ADP	ADP
5	שְׁגִיאָה	שגיאה	NOUN	NOUN	Gender=Fem|Number=Sing	שְׁגִיאָה	_
6-7	בְּנִסְיוֹן	_	_	_	_
6	בְּ	ב	ADP	ADP
7	נִסְיוֹן	ניסיון	NOUN	NOUN	Definite=Cons|Gender=Masc|Number=Sing	נִסָּיוֹן	_
8	שְׁלִיחַת	שליחה	NOUN	NOUN	Definite=Cons|Gender=Fem|Number=Sing	שְׁלִיחָה	_
9-10	הַטֹּפֶס	_	_	_	_
9	ה	ה	DET	DET	PronType=Art
10	טֹּפֶס	טופס	NOUN	NOUN	Gender=Masc|Number=Sing	טֹפֶס	_
11	?		PUNCT	PUNCT		?	_

# new_sentence = yes, end_paragraph=yes
# text = איזו שגיאה מתקבלת?

1	אֵיזוֹ	איזה	DET	DET	PronType=Int|Gender=Fem	אֵיזֶה	_
2	שְׁגִיאָה	שגיאה	NOUN	NOUN	Gender=Fem|Number=Sing	שְׁגִיאָה	_
3	מִתְקַבֶּלֶת	התקבל	VERB	VERB	Gender=Fem|HebBinyan=HITPAEL|HebRoot=קבל|Number=Sing|Person=1,2,3|VerbForm=Part	הִתְקַבֵּל	_
4	?		PUNCT	PUNCT		?	_

# new_sentence = yes, end_paragraph=yes
# text = יש לבצע את הפעולות הבאות:

1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לְבַצֵּעַ	ביצע	VERB	VERB	HebBinyan=PIEL|HebRoot=בצע|VerbForm=Inf|Voice=Act	בִּצֵּעַ	_
3	אֶת	את	ADP	ADP		אֶת	_
4-5	הַפְּעֻלּוֹת	_	_	_	_
4	ה	ה	DET	DET	PronType=Art
5	פְּעֻלּוֹת	פעולה	NOUN	NOUN	Gender=Fem|Number=Plur	פְּעֻלָּה	_
6-7	הַבָּאוֹת	_	_	_	_
6	ה	ה	DET	DET	PronType=Art
7	בָּאוֹת	בא	ADJ	ADJ	Gender=Fem|Number=Plur	בָּא	_
8	:		PUNCT	PUNCT		:	_

# new_sentence = yes, end_paragraph=yes
# text = הפרטים שהזנת כבר קיימים אצלנו

1-2	הַפְּרָטִים	_	_	_	_
1	ה	ה	DET	DET	PronType=Art
2	פְּרָטִים	פרט	NOUN	NOUN	Gender=Masc|Number=Plur	פְּרָט	_
3-4	שֶׁהֲזָנַת	_	_	_	_
3	שֶׁ	ש	SCONJ	SCONJ
4	הֲזָנַת	הזנה	NOUN	NOUN	Definite=Cons|Gender=Fem|Number=Sing	הֲזָנָה	_
5	כְּבָר	כבר	ADV	ADV		כְּבָר	_
6	קַיָּמִים	קיים	ADJ	ADJ	Gender=Masc|Number=Plur	קַיָּם	_
7-8	אֶצְלֵנוּ	_	_	_	_
7	אצל_	אצל	ADP	ADP		אֵצֶל	_
8	_אנחנו	אנחנו	PRON	PRON	Gender=Fem,Masc|Number=Plur|Person=1|PronType=Prs

# new_sentence = yes, end_paragraph=no
# text = האזרח ביצע בעבר הרשמה למערכת.
1-2	הָאֶזְרָח	_	_	_	_
1	ה	ה	DET	DET	PronType=Art
2	אֶזְרָח	אזרח	NOUN	NOUN	Gender=Masc|Number=Sing	אֶזְרָח	_
3	בִּצֵּעַ	ביצע	VERB	VERB	Gender=Masc|HebBinyan=PIEL|HebRoot=בצע|Number=Sing|Person=3|Tense=Past|Voice=Act	בִּצֵּעַ	_
4-6	בֶּעָבָר	_	_	_	_
4	בֶּ	ב	ADP	ADP
5	ה_	ה	DET	DET	PronType=Art
6	עָבָר	עבר	NOUN	NOUN	Gender=Masc|Number=Sing	עָבָר	_
7	הַרְשָׁמָה	הרשמה	NOUN	NOUN	Gender=Fem|Number=Sing	הַרְשָׁמָה	_
8-10	לַמַּעֲרֶכֶת	_	_	_	_
8	לַ	ל	ADP	ADP
9	ה_	ה	DET	DET	PronType=Art
10	מַּעֲרֶכֶת	מערכת	NOUN	NOUN	Gender=Fem|Number=Sing	מַעֲרֶכֶת	_
11	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=yes
# text = יש להדריך את האזרח לבצע פעולת 'שכחתי סיסמה'

1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לְהַדְרִיךְ	הדריך	VERB	VERB	HebBinyan=HIFIL|HebRoot=דרך|VerbForm=Inf|Voice=Act	הִדְרִיךְ	_
3	אֶת	את	ADP	ADP		אֶת	_
4-5	הָאֶזְרָח	_	_	_	_
4	ה	ה	DET	DET	PronType=Art
5	אֶזְרָח	אזרח	NOUN	NOUN	Gender=Masc|Number=Sing	אֶזְרָח	_
6	לְבַצֵּעַ	ביצע	VERB	VERB	HebBinyan=PIEL|HebRoot=בצע|VerbForm=Inf|Voice=Act	בִּצֵּעַ	_
7	פְּעֻלַּת	פעולה	NOUN	NOUN	Definite=Cons|Gender=Fem|Number=Sing	פְּעֻלָּה	_
8-9	 'שָׁכַחְתִּי	_	_	_	_
8	 '		X	X	DictaNote=Unknown	 '	_
9	שָׁכַחְתִּי	שכח	VERB	VERB	Gender=Fem,Masc|HebBinyan=PAAL|HebRoot=שׁכח|Number=Sing|Person=1|Tense=Past|Voice=Act	שָׁכַח	_
10	סִיסְמָה	סיסמה	NOUN	NOUN	Gender=Fem|Number=Sing	סִיסְמָה	_
11	'		PUNCT	PUNCT		'	_

# new_sentence = yes, end_paragraph=yes
# text = תמיכה בטלפונים ניידים

1	תְּמִיכָה	תמיכה	NOUN	NOUN	Gender=Fem|Number=Sing	תְּמִיכָה	_
2-3	בְּטֵלֵפוֹנִים	_	_	_	_
2	בְּ	ב	ADP	ADP
3	טֵלֵפוֹנִים	טלפון	NOUN	NOUN	Gender=Masc|Number=Plur	טֵלֵפוֹן	_
4	נַיָּדִים	נייד	ADJ	ADJ	Gender=Masc|Number=Plur	נַיָּד	_

# new_sentence = yes, end_paragraph=no
# text = במקרים בהם עולה קושי בביצוע תהליך במערכת ההזדהות הלאומית דרך טלפון נייד (הרשמה, שכחתי סיסמה או התחברות), יש לפעול על־פי תסריט תמיכה בטלפונים ניידים .
1-2	בְּמִקְרִים	_	_	_	_
1	בְּ	ב	ADP	ADP
2	מִקְרִים	מקרה	NOUN	NOUN	Gender=Masc|Number=Plur	מִקְרֶה	_
3-4	בָּהֶם	_	_	_	_
3	ב_	ב	ADP	ADP		בְּ	_
4	_הם	הם	PRON	PRON	Gender=Masc|Number=Plur|Person=3|PronType=Prs
5	עוֹלָה	עלה	VERB	VERB	Gender=Fem|HebBinyan=PAAL|HebRoot=עלי|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Act	עָלָה	_
6	קֹשִׁי	קושי	NOUN	NOUN	Gender=Masc|Number=Sing	קֹשִׁי	_
7-8	בְּבִצּוּעַ	_	_	_	_
7	בְּ	ב	ADP	ADP
8	בִצּוּעַ	ביצוע	NOUN	NOUN	Gender=Masc|Number=Sing	בִּצּוּעַ	_
9	תַּהֲלִיךְ	תהליך	NOUN	NOUN	Gender=Masc|Number=Sing	תַּהֲלִיךְ	_
10-11	בְּמַעֲרֶכֶת	_	_	_	_
10	בְּ	ב	ADP	ADP
11	מַעֲרֶכֶת	מערכה	NOUN	NOUN	Definite=Cons|Gender=Fem|Number=Sing	מַעֲרָכָה	_
12-13	הַהִזְדַּהוּת	_	_	_	_
12	ה	ה	DET	DET	PronType=Art
13	הִזְדַּהוּת	הזדהות	NOUN	NOUN	Gender=Fem|Number=Sing	הִזְדַּהוּת	_
14-15	הַלְּאֻמִּית	_	_	_	_
14	ה	ה	DET	DET	PronType=Art
15	לְּאֻמִּית	לאומי	ADJ	ADJ	Gender=Fem|Number=Sing	לְאֻמִּי	_
16	דֶּרֶךְ	דרך	ADP	ADP		דֶּרֶךְ	_
17	טֵלֵפוֹן	טלפון	NOUN	NOUN	Gender=Masc|Number=Sing	טֵלֵפוֹן	_
18	נַיָּד	נייד	ADJ	ADJ	Gender=Masc|Number=Sing	נַיָּד	_
19-20	 (הַרְשָׁמָה	_	_	_	_
19	 (		X	X	DictaNote=Unknown	 (	_
20	הַרְשָׁמָה	הרשמה	NOUN	NOUN	Gender=Fem|Number=Sing	הַרְשָׁמָה	_
21-23	, שָׁכַחְתִּי	_	_	_	_
21	,		PUNCT	PUNCT		,	_
22	 		X	X	DictaNote=Unknown	 	_
23	שָׁכַחְתִּי	שכח	VERB	VERB	Gender=Fem,Masc|HebBinyan=PAAL|HebRoot=שׁכח|Number=Sing|Person=1|Tense=Past|Voice=Act	שָׁכַח	_
24	סִיסְמָה	סיסמה	NOUN	NOUN	Gender=Fem|Number=Sing	סִיסְמָה	_
25	אוֹ	או	CCONJ	CCONJ		אוֹ	_
26	הִתְחַבְּרוּת	התחברות	NOUN	NOUN	Gender=Fem|Number=Sing	הִתְחַבְּרוּת	_
27-30	), יֵשׁ	_	_	_	_
27	)		PUNCT	PUNCT		)	_
28	,		PUNCT	PUNCT		,	_
29	 		X	X	DictaNote=Unknown	 	_
30	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
31	לִפְעֹל	פעל	VERB	VERB	HebBinyan=PAAL|HebRoot=פעל|VerbForm=Inf|Voice=Act	פָּעַל	_
32	עַל	על	ADP	ADP		עַל	_
33-34	־פִּי	_	_	_	_
33	־		PUNCT	PUNCT		־	_
34	פִּי	פה	NOUN	NOUN	Definite=Cons|Gender=Masc|Number=Sing	פֶּה	_
35	תַּסְרִיט	תסריט	NOUN	NOUN	Definite=Cons|Gender=Masc|Number=Sing	תַּסְרִיט	_
36	תְּמִיכָה	תמיכה	NOUN	NOUN	Gender=Fem|Number=Sing	תְּמִיכָה	_
37-38	בְּטֵלֵפוֹנִים	_	_	_	_
37	בְּ	ב	ADP	ADP
38	טֵלֵפוֹנִים	טלפון	NOUN	NOUN	Gender=Masc|Number=Plur	טֵלֵפוֹן	_
39	נַיָּדִים	נייד	ADJ	ADJ	Gender=Masc|Number=Plur	נַיָּד	_
40	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=no
# text = במקרה בו לאחר תפעולים בנייד, לא ניתן להשלים את התהליך, יש להדריך את המשתמש לנסות במחשב.
1-2	בְּמִקְרֶה	_	_	_	_
1	בְּ	ב	ADP	ADP
2	מִקְרֶה	מקרה	NOUN	NOUN	Gender=Masc|Number=Sing	מִקְרֶה	_
3-4	בּוֹ	_	_	_	_
3	ב_	ב	ADP	ADP		בְּ	_
4	_הוא	הוא	PRON	PRON	Gender=Masc|Number=Sing|Person=3|PronType=Prs
5	לְאַחַר	לאחר	ADP	ADP		לְאַחַר	_
6	תִּפְעוּלִים	תפעול	NOUN	NOUN	Gender=Masc|Number=Plur	תִּפְעוּל	_
7-9	בַּנַּיָּד	_	_	_	_
7	בַּ	ב	ADP	ADP
8	ה_	ה	DET	DET	PronType=Art
9	נַּיָּד	נייד	NOUN	NOUN	Gender=Masc|Number=Sing	נַיָּד	_
10-12	, לֹא	_	_	_	_
10	,		PUNCT	PUNCT		,	_
11	 		X	X	DictaNote=Unknown	 	_
12	לֹא	לא	ADV	ADV	Polarity=Neg|PronType=Neg	לֹא	_
13	נִתָּן	נתן	AUX	AUX	Gender=Masc|Number=Sing|Person=1,2,3|VerbType=Mod	נתן	_
14	לְהַשְׁלִים	השלים	VERB	VERB	HebBinyan=HIFIL|HebRoot=שׁלם|VerbForm=Inf|Voice=Act	הִשְׁלִים	_
15	אֶת	את	ADP	ADP		אֶת	_
16-17	הַתַּהֲלִיךְ	_	_	_	_
16	ה	ה	DET	DET	PronType=Art
17	תַּהֲלִיךְ	תהליך	NOUN	NOUN	Gender=Masc|Number=Sing	תַּהֲלִיךְ	_
18-20	, יֵשׁ	_	_	_	_
18	,		PUNCT	PUNCT		,	_
19	 		X	X	DictaNote=Unknown	 	_
20	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
21	לְהַדְרִיךְ	הדריך	VERB	VERB	HebBinyan=HIFIL|HebRoot=דרך|VerbForm=Inf|Voice=Act	הִדְרִיךְ	_
22	אֶת	את	ADP	ADP		אֶת	_
23-24	הַמִּשְׁתַּמֵּשׁ	_	_	_	_
23	ה	ה	DET	DET	PronType=Art
24	מִּשְׁתַּמֵּשׁ	משתמש	NOUN	NOUN	Gender=Masc|Number=Sing	מִשְׁתַּמֵּשׁ	_
25	לְנַסּוֹת	ניסה	VERB	VERB	HebBinyan=PIEL|HebRoot=נסי|VerbForm=Inf|Voice=Act	נִסָּה	_
26-28	בַּמַּחְשֵׁב	_	_	_	_
26	בַּ	ב	ADP	ADP
27	ה_	ה	DET	DET	PronType=Art
28	מַּחְשֵׁב	מחשיב	NOUN	NOUN	Gender=Masc|Number=Sing	מַחְשֵׁב	_
29	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=yes
# text = לפניה המועברת, יש לצרף את הפרטים הבאים:

1-2	לִפְנִיָּה	_	_	_	_
1	לִ	ל	ADP	ADP
2	פְנִיָּה	פנייה	NOUN	NOUN	Gender=Fem|Number=Sing	פְּנִיָּה	_
3-4	הַמֻּעֲבֶרֶת	_	_	_	_
3	ה	ה	DET	DET	PronType=Art
4	מֻּעֲבֶרֶת	הועבר	VERB	VERB	Gender=Fem|HebBinyan=HUFAL|HebRoot=עבר|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Pass	הֻעְבַּר	_
5-7	, יֵשׁ	_	_	_	_
5	,		PUNCT	PUNCT		,	_
6	 		X	X	DictaNote=Unknown	 	_
7	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
8	לְצָרֵף	צירף	VERB	VERB	HebBinyan=PIEL|HebRoot=צרף|VerbForm=Inf|Voice=Act	צֵרֵף	_
9	אֶת	את	ADP	ADP		אֶת	_
10-11	הַפְּרָטִים	_	_	_	_
10	ה	ה	DET	DET	PronType=Art
